id,Color,SKU,Nombre,Publicado,Descripción,main-features,mode-use-outfit,mode-use-size,mode-use-style,tech-description,users-guide,Inventario,Precio normal,Precio rebajado,Categorías,Etiquetas,Imágenes,Swatches Attributes,Nombre del atributo 1,Valor(es) del atributo 1
,variation,reloj-l1165-7,L1165-7,1,"Reloj Loix dama, pulso en acero con forma de delicados lazos, 28 mm y movimiento japonés.


Diseña tu vida y rodéala de belleza. Un Loix con perfecta pedrería y pulso en acero con forma de sutiles lazos. 

¿Aun te preguntas si puedes lucir fantástica? no lo pienses y hazlo realidad.
","caja-29,
caja-alloy,
3atm",Formal,Mediano,Clásico,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"187.490,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1165-7-referencia, 
l1165-7-montaje, 
l1165-video,
caja-29,
caja-alloy,
3atm",Color,Color,Plateado con tablero Silver
,variable,reloj-l1168-1,L1168-1,1,"Reloj Loix dama, pulso en acero con cerámica integrada, 36 mm, sistema multifunción y movimiento japonés.

Lleva el estilo a todas partes junto a este Loix con tablero muy autentico y sistema de calendario. Su pulso en acero y cerámica, evoca tu  naturaleza femenina ya que es frágil y resistente al mismo tiempo.

 Se parte del nuevo mundo y rodéate de estilo.
","caja-36,
multi-function,
3atm",Casual-Formal,Mediano,Fashion,"MOVIMIENTO VX3PE

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario
 
Batería: SR920SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"324.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1168-1-referencia,
l1168-1-referencia-2, 
l1168-1-montaje,
l1168-video, 
caja-36,
multi-function,
3atm",Color,Color,"Plateado con Blanco, Plateado con Rosa, Dorado con Blanco, Oro Rosa con Rosa, Oro Rosa con Blanco, Dorado con Negro, Oro Rosa con Negro"
,variation,reloj-l1168-2,L1168-2,1,"Reloj Loix dama, pulso en acero con cerámica integrada, 36 mm, sistema multifunción y movimiento japonés.

Lleva el estilo a todas partes junto a este Loix con tablero muy autentico y sistema de calendario. Su pulso en acero y cerámica, evoca tu  naturaleza femenina ya que es frágil y resistente al mismo tiempo.

 Se parte del nuevo mundo y rodéate de estilo.","caja-36,
multi-function,
3atm",Casual-Formal,Mediano,Fashion,"MOVIMIENTO VX3PE

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario
 
Batería: SR920SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"324.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1168-2-referencia,
l1168-2-referencia-2, 
l1168-2-montaje,
l1168-video, 
caja-36,
multi-function,
3atm",Color,Color,Plateado con Rosa
,variation,reloj-l1168-3,L1168-3,1,"Reloj Loix dama, pulso en acero con cerámica integrada, 36 mm, sistema multifunción y movimiento japonés.

Lleva el estilo a todas partes junto a este Loix con tablero muy autentico y sistema de calendario. Su pulso en acero y cerámica, evoca tu  naturaleza femenina ya que es frágil y resistente al mismo tiempo.

 Se parte del nuevo mundo y rodéate de estilo.","caja-36,
multi-function,
3atm",Casual-Formal,Mediano,Fashion,"MOVIMIENTO VX3PE

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario
 
Batería: SR920SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"324.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1168-3-referencia,
l1168-3-referencia-2, 
l1168-3-montaje, 
l1168-video, 
caja-36,
multi-function,
3atm",Color,Color,Dorado con Blanco
,variation,reloj-l1168-4,L1168-4,1,"Reloj Loix dama, pulso en acero con cerámica integrada, 36 mm, sistema multifunción y movimiento japonés.

Lleva el estilo a todas partes junto a este Loix con tablero muy autentico y sistema de calendario. Su pulso en acero y cerámica, evoca tu  naturaleza femenina ya que es frágil y resistente al mismo tiempo.

 Se parte del nuevo mundo y rodéate de estilo.","caja-36,
multi-function,
3atm",Casual-Formal,Mediano,Fashion,"MOVIMIENTO VX3PE

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario
 
Batería: SR920SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"324.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1168-4-referencia,
l1168-4-referencia-2, 
l1168-4-montaje, 
l1168-video, 
caja-36,
multi-function,
3atm",Color,Color,Oro Rosa con Rosa
,variation,reloj-l1168-5,L1168-5,1,"Reloj Loix dama, pulso en acero con cerámica integrada, 36 mm, sistema multifunción y movimiento japonés.

Lleva el estilo a todas partes junto a este Loix con tablero muy autentico y sistema de calendario. Su pulso en acero y cerámica, evoca tu  naturaleza femenina ya que es frágil y resistente al mismo tiempo.

 Se parte del nuevo mundo y rodéate de estilo.","caja-36,
multi-function,
3atm",Casual-Formal,Mediano,Fashion,"MOVIMIENTO VX3PE

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario
 
Batería: SR920SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"324.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1168-5-referencia,
l1168-5-referencia-2, 
l1168-5-montaje, 
l1168-video, 
caja-36,
multi-function,
3atm",Color,Color,Oro Rosa con Blanco
,variation,reloj-l1168-6,L1168-6,1,"Reloj Loix dama, pulso en acero con cerámica integrada, 36 mm, sistema multifunción y movimiento japonés.

Lleva el estilo a todas partes junto a este Loix con tablero muy autentico y sistema de calendario. Su pulso en acero y cerámica, evoca tu  naturaleza femenina ya que es frágil y resistente al mismo tiempo.

 Se parte del nuevo mundo y rodéate de estilo.","caja-36,
multi-function,
3atm",Casual-Formal,Mediano,Fashion,"MOVIMIENTO VX3PE

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario
 
Batería: SR920SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"324.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1168-6-referencia,
l1168-6-referencia-2, 
l1168-6-montaje, 
l1168-video, 
caja-36,
multi-function,
3atm",Color,Color,Dorado con Negro
,variation,reloj-l1168-7,L1168-7,1,"Reloj Loix dama, pulso en acero con cerámica integrada, 36 mm, sistema multifunción y movimiento japonés.

Lleva el estilo a todas partes junto a este Loix con tablero muy autentico y sistema de calendario. Su pulso en acero y cerámica, evoca tu  naturaleza femenina ya que es frágil y resistente al mismo tiempo.

 Se parte del nuevo mundo y rodéate de estilo.","caja-36,
multi-function,
3atm",Casual-Formal,Mediano,Fashion,"MOVIMIENTO VX3PE

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, seg y calendario
 
Batería: SR920SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"324.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1168-7-referencia,
l1168-7-referencia-2, 
l1168-7-montaje, 
l1168-video, 
caja-36,
multi-function,
3atm",Color,Color,Oro Rosa con Negro
,variable,reloj-l1169-1,L1169-1,1,"Reloj Loix dama, pulso en acero con pedrería incrustada, 32,9 mm y movimiento japonés.

Acompaña la belleza que te rodea con finos detalles como los que tiene este Loix en su tablero y un delicado pulso con  diseño poco convencional, que le aporta un  elegancia a tu look. 

Recuerda, la clase es el mejor accesorio.","caja-32.9,
caja-alloy,
3atm",Formal,Mediano,Clásico,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"162.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1169-1-referencia,
l1169-1-montaje, 
l1169-video, 
caja-32.9,
caja-alloy,
3atm",Color,Color,"Plateado con tablero Blanco, Plateado con tablero azul, Oro Rosa"
,variation,reloj-l1169-2,L1169-2,1,"Reloj Loix dama, pulso en acero con pedrería incrustada, 32,9 mm y movimiento japonés.

Acompaña la belleza que te rodea con finos detalles como los que tiene este Loix en su tablero y un delicado pulso con  diseño poco convencional, que le aporta un  elegancia a tu look. 

Recuerda, la clase es el mejor accesorio.","caja-32.9,
caja-alloy,
3atm",Formal,Mediano,Clásico,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"162.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1169-2-referencia,
l1169-2-montaje, 
l1169-video, 
caja-32.9,
caja-alloy,
3atm",Color,Color,Plateado con tablero azul
,variation,reloj-l1169-3,L1169-3,1,"Reloj Loix dama, pulso en acero con pedrería incrustada, 32,9 mm y movimiento japonés.

Acompaña la belleza que te rodea con finos detalles como los que tiene este Loix en su tablero y un delicado pulso con  diseño poco convencional, que le aporta un  elegancia a tu look. 

Recuerda, la clase es el mejor accesorio.","caja-32.9,
caja-alloy,
3atm",Formal,Mediano,Clásico,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"162.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1169-3-referencia,
l1169-3-montaje, 
l1169-video, 
caja-32.9,
caja-alloy,
3atm",Color,Color,Oro Rosa
,variable,reloj-l1170-1,L1170-1,1,"Reloj Loix dama, pulso en acero, 26 mm, sutiles piedras al interior del tablero y movimiento japonés.

Impacta al llegar a cualquier sitio, sirviéndote de las preciosas piedras al interior del tablero de este Loix. Su delicado pulso en acero, le aporta ese toque de delicadeza a tu look.

 Vive cada segundo con intensidad y deja la huella de tu estilo.","caja-26,
caja-alloy,
3atm",Formal,Mediano,Clásico,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"137.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1170-1-referencia,
l1170-1-montaje, 
l1170-video, 
caja-26,
caja-alloy,
3atm",Color,Color,"Plateado con tablero Blanco, Plateado con tablero Rosa, Plateado con Oro Rosa, Oro Rosa con tablero Oro Rosa, Oro Rosa con tablero Blanco"
,variation,reloj-l1170-2,L1170-2,1,"Reloj Loix dama, pulso en acero, 26 mm, sutiles piedras al interior del tablero y movimiento japonés.

Impacta al llegar a cualquier sitio, sirviéndote de las preciosas piedras al interior del tablero de este Loix. Su delicado pulso en acero, le aporta ese toque de delicadeza a tu look.

 Vive cada segundo con intensidad y deja la huella de tu estilo.","caja-26,
caja-alloy,
3atm",Formal,Mediano,Clásico,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"137.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1170-2-referencia,
l1170-2-montaje, 
l1170-video, 
caja-26,
caja-alloy,
3atm",Color,Color,Plateado con tablero Rosa
,variation,reloj-l1170-3,L1170-3,1,"Reloj Loix dama, pulso en acero, 26 mm, sutiles piedras al interior del tablero y movimiento japonés.

Impacta al llegar a cualquier sitio, sirviéndote de las preciosas piedras al interior del tablero de este Loix. Su delicado pulso en acero, le aporta ese toque de delicadeza a tu look.

 Vive cada segundo con intensidad y deja la huella de tu estilo.","caja-26,
caja-alloy,
3atm",Formal,Mediano,Clásico,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"137.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1170-3-referencia,
l1170-3-montaje, 
l1170-video, 
caja-26,
caja-alloy,
3atm",Color,Color,Plateado con Oro Rosa
,variation,reloj-l1170-5,L1170-5,1,"Reloj Loix dama, pulso en acero, 26 mm, sutiles piedras al interior del tablero y movimiento japonés.

Impacta al llegar a cualquier sitio, sirviéndote de las preciosas piedras al interior del tablero de este Loix. Su delicado pulso en acero, le aporta ese toque de delicadeza a tu look.

 Vive cada segundo con intensidad y deja la huella de tu estilo.","caja-26,
caja-alloy,
3atm",Formal,Mediano,Clásico,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"137.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1170-5-referencia,
l1170-5-montaje, 
l1170-video, 
caja-26,
caja-alloy,
3atm",Color,Color,Oro Rosa con tablero Oro Rosa
,variation,reloj-l1170-6,L1170-6,1,"Reloj Loix dama, pulso en acero, 26 mm, sutiles piedras al interior del tablero y movimiento japonés.

Impacta al llegar a cualquier sitio, sirviéndote de las preciosas piedras al interior del tablero de este Loix. Su delicado pulso en acero, le aporta ese toque de delicadeza a tu look.

 Vive cada segundo con intensidad y deja la huella de tu estilo.","caja-26,
caja-alloy,
3atm",Formal,Mediano,Clásico,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"137.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1170-6-referencia,
l1170-6-montaje, 
l1170-video, 
caja-26,
caja-alloy,
3atm",Color,Color,Oro Rosa con tablero Blanco
,variable,reloj-l1172-1,L1172-1,1,"Reloj Loix dama, pulso acero, 30 mm, circones alrededor del tablero y movimiento japonés.

Algunas piedras destellan más que otras. Un Loix lleno de vida con hermosos circones en su bisel y un tablero minimalista que acompañará tus mejores veladas. 

¡Brilla con intensidad!","caja-30,
caja-alloy,
3atm",Formal,Mediano,Fashion,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"174.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1171-1-referencia,
l1171-1-montaje, 
l1171-video, 
caja-30,
caja-alloy,
3atm",Color,Color,"Oro Rosa, Plateado con Dorado, Oro Rosa con Negro, Café    "
,variation,reloj-l1172-2,L1172-2,1,"Reloj Loix dama, pulso acero, 30 mm, circones alrededor del tablero y movimiento japonés.

Algunas piedras destellan más que otras. Un Loix lleno de vida con hermosos circones en su bisel y un tablero minimalista que acompañará tus mejores veladas. 

¡Brilla con intensidad!","caja-30,
caja-alloy,
3atm",Formal,Mediano,Fashion,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"174.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1171-2-referencia,
l1171-2-montaje, 
l1171-video, 
caja-30,
caja-alloy,
3atm",Color,Color,Plateado con Dorado
,variation,reloj-l1172-3,L1172-3,1,"Reloj Loix dama, pulso acero, 30 mm, circones alrededor del tablero y movimiento japonés.

Algunas piedras destellan más que otras. Un Loix lleno de vida con hermosos circones en su bisel y un tablero minimalista que acompañará tus mejores veladas. 

¡Brilla con intensidad!","caja-30,
caja-alloy,
3atm",Formal,Mediano,Fashion,"MOVIMIENTO 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"174.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","l1171-3-referencia,
l1171-3-montaje, 
l1171-video, 
caja-30,
caja-alloy,
3atm",Color,Color,Oro Rosa con Negro
